iter	RMSE
469	0.5350414569
470	0.5349696431
471	0.5347984525
472	0.5346445111
473	0.5345453304
474	0.5343871496
475	0.5343070358
476	0.5341745966
477	0.5340820909
478	0.5339779093
479	0.5338000985
480	0.533655016
481	0.5334920939
482	0.533345286
483	0.5332218278
484	0.5331389393
485	0.5329924001
486	0.5329133171
487	0.5327825114
488	0.5326571449
489	0.5325107862
490	0.5323765219
491	0.532243183
492	0.53210736
493	0.5320167658
494	0.5319258045
495	0.5317869795
496	0.5316486345
497	0.5315514143
498	0.5314643401
499	0.5313574469
500	0.5312596411
501	0.5310909986
502	0.530991529
503	0.5308467208
504	0.5307256571
505	0.5306469875
506	0.5305085756
507	0.5303923958
508	0.5302876909
509	0.5301544184
510	0.5300236137
511	0.5298854204
512	0.5297580426
513	0.529663318
514	0.529515084
515	0.529391358
516	0.529248737
517	0.5291747658
518	0.5290388119
519	0.52895069
520	0.5288645882
521	0.5287106099
522	0.5285672132
523	0.5284603615
524	0.5283828004
525	0.5282626208
526	0.5281427619
527	0.5280104151
528	0.527871785
529	0.527754757
530	0.5276024988
531	0.5274810705
532	0.5273963382
533	0.5272794517
534	0.5271716791
535	0.5270079812
536	0.5268310736
537	0.5267521038
538	0.5266949351
539	0.5265381048
540	0.5264198435
541	0.5262836765
542	0.5261948887
543	0.5260690588
544	0.5258972807
545	0.5258044374
546	0.5256026886
547	0.5254794681
548	0.5253995991
549	0.5252800006
550	0.5252057248
551	0.5250520874
552	0.5249167081
553	0.5247875834
554	0.5246692118
555	0.524516833
556	0.5243935828
557	0.5242239576
558	0.5241371746
559	0.5240167552
560	0.5239032708
561	0.5238393349
562	0.523702288
563	0.5235823463
564	0.5234373117
565	0.5233052657
566	0.5232055627
567	0.5231503914
568	0.5230791571
569	0.5229453867
570	0.5228431837
571	0.5227665617
572	0.5226579471
573	0.5225673998
574	0.5224140122
575	0.5222935272
576	0.5221609702
577	0.5220656405
578	0.5219468486
579	0.5218600438
580	0.5217128237
581	0.5216337509
582	0.521491209
583	0.521417036
584	0.5213020968
585	0.5211650496
586	0.5210438685
587	0.5209884317
588	0.5208403244
589	0.5207264766
590	0.5206250401
591	0.5205619286
592	0.5204302978
593	0.5202969811
594	0.520173731
595	0.5201002974
596	0.5199714272
597	0.5198523237
598	0.5197208867
599	0.5196430443
600	0.5195710967
601	0.5194409016
602	0.5193738599
603	0.5193061731
604	0.519215444
605	0.5190983231
606	0.5190027314
607	0.5189038616
608	0.5187602964
609	0.518638476
610	0.5185114517
611	0.5184402541
612	0.5183808458
613	0.5182586687
614	0.5181916874
615	0.5180826692
616	0.517966714
617	0.5179227459
618	0.5178358162
619	0.5177974059
620	0.5177081684
621	0.5175399764
622	0.5174222724
623	0.5173598798
624	0.5172809711
625	0.5172281121
626	0.5171491688
627	0.5170180798
628	0.5169652013
629	0.5168751081
630	0.5167656561
631	0.5166978257
632	0.5166304869
633	0.5165708459
634	0.5164580659
635	0.516346881
636	0.5162692019
637	0.5161239961
638	0.5160167396
639	0.5158535166
640	0.5157346651
641	0.5157036005
642	0.515596631
643	0.5154787141
644	0.5154206532
645	0.5153104369
646	0.5152614017
647	0.5151534819
648	0.5150432023
649	0.5149416629
650	0.5148459387
651	0.5147814995
652	0.5146579923
653	0.514566144
654	0.5144286392
655	0.5142920251
656	0.5142156784
657	0.5140906536
658	0.5139668885
659	0.5138560872
660	0.5137307847
661	0.5137002066
662	0.513631052
663	0.5135787844
664	0.5134547041
665	0.5133771357
666	0.5132683175
667	0.5131612267
668	0.513052566
669	0.5129375386
670	0.5128562166
671	0.5127508243
672	0.5126222017
673	0.512496531
674	0.5124199671
675	0.5123736141
676	0.5122606853
677	0.5121960629
678	0.5120902862
679	0.5120191854
680	0.5119600892
681	0.5119311563
682	0.511847615
683	0.5117426949
684	0.5116631182
685	0.5115802816
686	0.5114507158
687	0.5113556062
688	0.5112279368
689	0.5111095412
690	0.5110383797
691	0.5109758846
692	0.5108942158
693	0.5108457672
694	0.5107249819
695	0.5105872516
696	0.5104829625
697	0.5103834307
698	0.5102769901
699	0.5101440679
700	0.5100422805
701	0.50998102
702	0.5098658551
703	0.5097557014
704	0.5096890383
705	0.5096070384
706	0.5094825288
707	0.5094147911
708	0.5092869479
709	0.5091745233
710	0.5091089448
711	0.5090224179
712	0.5088880568
713	0.508771184
714	0.5086816163
715	0.5086212106
716	0.5085168975
717	0.5084443521
718	0.5083827378
719	0.508334614
720	0.5082475739
721	0.5081625319
722	0.5081183322
723	0.5080435755
724	0.5079170805
725	0.5078554135
726	0.5077658923
727	0.507671306
728	0.5075618291
729	0.5074251212
730	0.5073231964
731	0.507278005
732	0.5071677355
733	0.5070790764
734	0.5069812681
735	0.5069221225
736	0.5068688061
737	0.506796723
738	0.5066839569
739	0.5065802203
740	0.5064693402
741	0.5063758644
742	0.5063369475
743	0.5062736044
744	0.5061887263
745	0.5061329283
746	0.5060362598
747	0.5059486577
748	0.5058508119
749	0.5057927108
750	0.5057052984
751	0.505585128
752	0.5055309333
753	0.5054220015
754	0.5053145141
755	0.5051656663
756	0.5050580321
757	0.5049555625
758	0.5048583285
759	0.5047648161
760	0.5047075116
761	0.5046433892
762	0.504565555
763	0.5045137648
764	0.504459127
765	0.5043729105
766	0.5042583393
767	0.5041899355
768	0.5040847538
769	0.5039855182
770	0.5039576985
771	0.5038756444
772	0.5037333119
773	0.5036551625
774	0.5035431984
775	0.5035007312
776	0.5033821426
777	0.5032989879
778	0.5032028621
779	0.5031334527
780	0.5030344096
781	0.5029443284
782	0.502890505
783	0.5028253873
784	0.5027215291
785	0.5025990672
786	0.5025000307
787	0.502443664
788	0.5023692926
789	0.5022900652
790	0.5021918348
791	0.5020846593
792	0.5020327362
793	0.5020057549
794	0.501938363
795	0.5018889338
796	0.501790748
797	0.5016847526
798	0.5015961505
799	0.501542103
800	0.5014188873
801	0.5013149436
802	0.5011927265
803	0.5010907123
804	0.5009970827
805	0.5008983221
806	0.5007943842
807	0.5007190887
808	0.500623472
809	0.5005591682
810	0.5005342279
811	0.5004572149
812	0.5003643964
813	0.5002195659
814	0.5001353444
815	0.4999992359
816	0.4999007722
817	0.4997651643
818	0.4996974708
819	0.4996300102
820	0.4994843101
821	0.4994150232
822	0.499370957
823	0.4992834907
824	0.4991817638
825	0.4990789721
826	0.4989929892
827	0.4989426424
828	0.4988986119
829	0.4987680791
830	0.4986622898
831	0.4986106196
832	0.4985262087
833	0.4984267606
834	0.4983836457
835	0.4982926883
836	0.4982464985
837	0.4981524072
838	0.4980614561
839	0.4980122244
840	0.4979545371
841	0.4978587278
842	0.4977822974
843	0.4976573257
844	0.4976173678
845	0.4975299125
846	0.497428604
847	0.4973166837
848	0.4972414899
849	0.4971586602
850	0.4970673913
851	0.4970121687
852	0.4968925131
853	0.4967839208
854	0.4966866707
855	0.4966286179
856	0.4965379492
857	0.4964515755
858	0.4963796974
859	0.4962834246
860	0.4961978259
861	0.4961006809
862	0.4959983893
863	0.4959272785
864	0.49590208
865	0.4958094876
866	0.4957592667
867	0.4956779881
868	0.495547678
869	0.4955024466
870	0.4954223865
871	0.4953332809
872	0.4952310299
873	0.4951816433
874	0.495074381
875	0.4949791358
876	0.4948981795
877	0.494855733
878	0.4947948335
879	0.4947476608
880	0.494672549
881	0.4945676788
882	0.4944649049
883	0.4944067109
884	0.4943476907
885	0.4942961723
886	0.4942287404
887	0.4941760475
888	0.4941507106
889	0.4941080278
890	0.4940604855
891	0.4939804521
892	0.4938818679
893	0.4938268486
894	0.4937300742
895	0.4936181075
896	0.4935447079
897	0.4934957891
898	0.4934166345
899	0.4932925903
900	0.4932152286
901	0.4931049162
902	0.4930266582
903	0.4929857268
904	0.4928507901
905	0.4927282786
906	0.4926845879
907	0.4925944805
908	0.4924996705
909	0.4924588133
910	0.4923567033
911	0.4922406426
912	0.4921819792
913	0.4921568267
914	0.4920813446
915	0.4919586462
916	0.4918740616
917	0.4918511061
918	0.4917670147
919	0.4917014096
920	0.4916113061
921	0.4915337866
922	0.4914574226
923	0.4913600419
924	0.4912448444
925	0.4911658432
926	0.4910709102
927	0.4910319726
928	0.490979599
929	0.4908433467
930	0.4907801184
931	0.4907052174
932	0.4906314569
933	0.4905805892
934	0.4904867607
935	0.4903931908
936	0.4902752314
937	0.4901998881
938	0.4900822475
939	0.4899975519
940	0.4899211262
941	0.4898454409
942	0.4897638114
943	0.4896643977
944	0.4895964375
945	0.4895033982
946	0.4894553046
947	0.4893709468
948	0.4893332624
949	0.4892664835
950	0.4892057847
951	0.489161091
952	0.4891010065
953	0.4890538388
954	0.4889758782
955	0.4888964828
956	0.488818346
957	0.488796287
958	0.4887179739
959	0.4885954484
960	0.4884977735
961	0.4884239866
962	0.4883205251
963	0.4882315519
964	0.4881752184
965	0.488108521
966	0.4879906126
967	0.4879125458
968	0.4878116402
969	0.4877040622
970	0.4876086773
971	0.4875653624
972	0.4874660587
973	0.4874124351
974	0.487304276
975	0.4872174946
976	0.4871957391
977	0.4871301612
978	0.4870834801
979	0.4869730513
980	0.486900104
981	0.4868215907
982	0.4867813894
983	0.4867057628
984	0.4865799001
985	0.4864534193
986	0.4864066293
987	0.4863395354
988	0.4862922911
989	0.4861997516
990	0.4861477206
991	0.4860937426
992	0.4859889904
993	0.4858736953
994	0.4857948999
995	0.4856880682
996	0.4856411584
997	0.48557002
998	0.4854701484
999	0.4853975234
